<p>How would you script a bulk stop of every VM in a namespace?</p>	<p>Loop over the CRDs with kubectl, e.g. <code>kubectl get vm -n &lt;ns&gt; -o name | xargs -n1 -I{} virtctl stop -n &lt;ns&gt; {}</code>, or patch <code>spec.running=false</code> on each <code>VirtualMachine</code>. Because VMs are CRDs, label selectors (<code>-l app=web</code>) let you target subsets for bulk operations.</p>	suse-virtualization cli-api-terraform
<p>A VM is stuck in "Starting" or "Scheduling" — likely cause, check, and fix?</p>	<p>Likely <strong>no node can schedule the virt-launcher pod</strong> — insufficient CPU/memory, or a network affinity rule with no matching node. Check <code>kubectl describe vmi &lt;vm&gt;</code> and the virt-launcher pod's events. Fix: free or add node resources, or ensure nodes carry the required cluster-network labels.</p>	suse-virtualization troubleshooting
<p>A live migration is stuck or failing — what typically blocks it?</p>	<p>A <strong>non-migratable device or storage</strong> — e.g. a passthrough PCI/host device, or a disk on non-shared storage. Check the <code>VirtualMachineInstanceMigration</code> object status and virt-launcher logs. Fix: remove the non-migratable device, or move the VM to migratable Longhorn-backed volumes.</p>	suse-virtualization troubleshooting
<p>A Longhorn/SUSE Storage volume shows "Degraded" and rebuilding — what does that mean?</p>	<p>One or more <strong>replicas are unhealthy</strong> (a node or disk is down), so Longhorn is <strong>rebuilding</strong> to restore the configured replica count; data is still served from healthy replicas. Check the Longhorn UI or <code>kubectl -n longhorn-system get volumes</code>. It usually self-heals once the failed node/disk returns or spare capacity exists.</p>	suse-virtualization troubleshooting
<p>A node goes NotReady — what happens to its VMs and what do you do?</p>	<p>The node's <strong>VMIs stop running</strong>, and a running VMI cannot live-migrate off a dead node. Check <code>kubectl get nodes</code> and the node conditions. Fix the node (or cordon/drain it); VMs on migratable storage can then be restarted elsewhere, and Longhorn rebuilds replicas onto healthy nodes.</p>	suse-virtualization troubleshooting
<p>How do you generate a support bundle for SUSE support?</p>	<p>In the UI click <strong>Support</strong> (bottom-left) then <strong>Generate Support Bundle</strong>, enter a description, and it collects logs plus resource state and downloads a zip to attach to your support case. Use the <strong>support-bundle-namespaces</strong> setting to include extra workload namespaces.</p>	suse-virtualization troubleshooting
<p>What's the fastest kubectl way to see why a VM or pod is misbehaving?</p>	<p>Read the <strong>events</strong>: <code>kubectl describe vmi/&lt;vm&gt;</code> (or the virt-launcher pod) and <code>kubectl get events -n &lt;ns&gt; --sort-by=.lastTimestamp</code>. Events surface scheduling failures, image-pull errors, and volume-attach problems before you need to dig into pod logs.</p>	suse-virtualization troubleshooting
<p>A VM has no network connectivity — likely cause and check?</p>	<p>Usually a <strong>missing or misconfigured NetworkAttachmentDefinition, or a wrong VLAN</strong>. Check that the VM interface references an existing NAD, that the cluster network / <code>vlanconfig</code> is applied to the node's uplink, and that the VLAN ID is trunked on the switch. Fix the NAD/VLAN config, then restart the VM.</p>	suse-virtualization troubleshooting
<p>An image import (VirtualMachineImage) fails — how do you troubleshoot?</p>	<p>Likely a <strong>bad/unreachable URL, unsupported format, or timeout</strong>. Check the <code>VirtualMachineImage</code> status conditions and events for the download error. Fix the URL/credentials or proxy, confirm a supported format (qcow2/raw), and ensure enough backing storage exists.</p>	suse-virtualization troubleshooting
<p>The dashboard warns storage is over-provisioned, or a disk is full — what's going on?</p>	<p>Longhorn <strong>thin-provisions</strong> volumes, so allocated capacity can exceed physical disk; real usage then filling a node's disk stalls VMs and replica rebuilds. Check node/disk usage in the Longhorn UI. Fix: add disks or nodes, delete unused volumes/snapshots, or adjust the over-provisioning / storage-reserve settings.</p>	suse-virtualization troubleshooting
<p>A running VM shows no IP address in the UI — why, and how do you fix it?</p>	<p>The <strong>qemu guest agent isn't installed or running</strong>, so Harvester can't read the guest's IP. Check whether the agent is present (installed via cloud-init) and active in the guest. Fix: install and enable <code>qemu-guest-agent</code>, then restart the VM — the reported IP then appears.</p>	suse-virtualization troubleshooting
<p>An upgrade is stuck — where do you look?</p>	<p>Check the <strong>upgrade objects and System Upgrade Controller plan pods</strong> (<code>kubectl get upgrades</code>, plan jobs) plus node status — a NotReady node or a VM that refuses to migrate during a node drain often blocks progress. Fix the offending node/VM (or force-delete a stuck launcher pod), and grab a support bundle if it still can't proceed.</p>	suse-virtualization troubleshooting
<p>Where are the key logs when debugging a VM or storage problem?</p>	<p>The <strong>virt-launcher pod</strong> logs (<code>kubectl logs -n &lt;ns&gt; virt-launcher-&lt;vm&gt;-xxxxx</code>) for the VM/QEMU itself, and <strong>longhorn-manager</strong> plus engine/replica pods in <code>longhorn-system</code> for storage. Node-level KubeVirt logs come from the <strong>virt-handler</strong> daemonset pods.</p>	suse-virtualization troubleshooting
